timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-53,text,false,,834,0,12,12,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-53,text,false,,834,0,12,12,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-53,text,false,,834,0,12,12,null,0,0,0
1642073209000,58357,HTTP Request CodeIgniter,200,OK,Thread Group 1-23,text,true,,311904,134,11,11,https://codeigniter.herebussiness.com/,10025,0,1176
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-23,text,false,,834,0,11,11,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-23,text,false,,834,0,11,11,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-23,text,false,,834,0,11,11,null,0,0,0
1642073209746,58076,HTTP Request CodeIgniter,200,OK,Thread Group 1-42,text,true,,311904,134,10,10,https://codeigniter.herebussiness.com/,4506,0,1266
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-42,text,false,,834,0,10,10,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-42,text,false,,834,0,10,10,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-42,text,false,,834,0,10,10,null,0,0,0
1642073210413,57613,HTTP Request CodeIgniter,200,OK,Thread Group 1-85,text,true,,311904,134,9,9,https://codeigniter.herebussiness.com/,7196,0,1638
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-85,text,false,,834,0,9,9,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-85,text,false,,834,0,9,9,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-85,text,false,,834,0,9,9,null,0,0,0
1642073209253,60561,HTTP Request CodeIgniter,200,OK,Thread Group 1-44,text,true,,311904,134,8,8,https://codeigniter.herebussiness.com/,8909,0,2957
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-44,text,false,,834,0,8,8,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-44,text,false,,834,0,8,8,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-44,text,false,,834,0,8,8,null,0,0,0
1642073210390,60220,HTTP Request CodeIgniter,200,OK,Thread Group 1-79,text,true,,311918,134,7,7,https://codeigniter.herebussiness.com/,8289,0,2534
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-79,text,false,,834,0,7,7,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-79,text,false,,834,0,7,7,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-79,text,false,,834,0,7,7,null,0,0,0
1642073210009,64363,HTTP Request CodeIgniter,200,OK,Thread Group 1-52,text,true,,311904,134,6,6,https://codeigniter.herebussiness.com/,8272,0,2249
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-52,text,false,,834,0,6,6,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-52,text,false,,834,0,6,6,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-52,text,false,,834,0,6,6,null,0,0,0
1642073210400,66171,HTTP Request CodeIgniter,200,OK,Thread Group 1-82,text,true,,311904,134,5,5,https://codeigniter.herebussiness.com/,8680,0,3074
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-82,text,false,,834,0,5,5,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-82,text,false,,834,0,5,5,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-82,text,false,,834,0,5,5,null,0,0,0
1642073209110,68933,HTTP Request CodeIgniter,200,OK,Thread Group 1-29,text,true,,311911,134,4,4,https://codeigniter.herebussiness.com/,3905,0,1093
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-29,text,false,,834,0,4,4,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-29,text,false,,834,0,4,4,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-29,text,false,,834,0,4,4,null,0,0,0
1642073210593,71767,HTTP Request CodeIgniter,200,OK,Thread Group 1-93,text,true,,311918,134,3,3,https://codeigniter.herebussiness.com/,16147,0,1399
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-93,text,false,,834,0,3,3,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-93,text,false,,834,0,3,3,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-93,text,false,,834,0,3,3,null,0,0,0
1642073209080,74146,HTTP Request CodeIgniter,200,OK,Thread Group 1-26,text,true,,311904,134,2,2,https://codeigniter.herebussiness.com/,11288,0,1226
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-26,text,false,,834,0,2,2,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-26,text,false,,834,0,2,2,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-26,text,false,,834,0,2,2,null,0,0,0
1642073209158,93422,HTTP Request CodeIgniter,200,OK,Thread Group 1-35,text,true,,311904,134,1,1,https://codeigniter.herebussiness.com/,15818,0,2875
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-35,text,false,,834,0,1,1,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-35,text,false,,834,0,1,1,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-35,text,false,,834,0,1,1,null,0,0,0
